feature,importance,std
chroma_stft_kurtosis_11,-0.0014534104768789912,0.0013719855068307404
spectral_contrast_kurtosis_03,-0.001460697063170685,0.0010162353006979276
chroma_stft_kurtosis_04,-0.0014718473018702992,0.0020800702873477648
spectral_contrast_kurtosis_02,-0.0015660444904950998,0.0030240170752510397
mfcc_median_09,-0.0015731074672557855,0.00249332809863211
mfcc_max_15,-0.001607555108915687,0.0013640278253376527
spectral_contrast_mean_01,-0.0016106531756684861,0.0035723804147389814
chroma_cqt_mean_03,-0.0016131278572269815,0.0020270141648295005
chroma_stft_kurtosis_09,-0.0016338261815409926,0.000747029650770324
mfcc_std_11,-0.001638537774579496,0.002735906839010208
chroma_cqt_std_12,-0.0016601969294402885,0.0010735642131163912
chroma_stft_skew_10,-0.0016811950502407468,0.001625681951068339
chroma_cqt_mean_10,-0.0016858282598380182,0.0010274517522325993
chroma_cqt_skew_06,-0.0017059948205972563,0.0019006996411316062
chroma_stft_skew_09,-0.0017172801490040468,0.0008314048283951471
mfcc_skew_09,-0.0017179906530873257,0.0015429660271530227
chroma_cens_kurtosis_06,-0.001730920261913227,0.0021134821323720585
chroma_stft_skew_04,-0.001781892547701802,0.0016050486194239203
spectral_contrast_skew_05,-0.0017900050821211988,0.0018558230795927887
chroma_cqt_median_10,-0.0018092338682886345,0.0019558964161828646
chroma_cens_median_11,-0.0018120051204718324,0.0014058191002805905
chroma_cqt_mean_01,-0.0018294061808071915,0.0023857411761406535
chroma_stft_kurtosis_02,-0.0018538054187065666,0.0014048674221077626
chroma_stft_mean_08,-0.001863356630260271,0.0026327165757079334
chroma_stft_skew_07,-0.001881524277394564,0.0021719011376404515
chroma_cens_skew_12,-0.001901639830548446,0.0022321572154332227
mfcc_min_07,-0.0019024529037188099,0.0032860439653922247
tonnetz_kurtosis_03,-0.0019066181090289015,0.00220178131701201
spectral_centroid_max_01,-0.001926611591799915,0.001970169705604435
chroma_cqt_std_04,-0.0019274913814291029,0.002074967393597014
mfcc_skew_08,-0.001962370593216356,0.001879786289484767
spectral_contrast_std_06,-0.0019710975050601432,0.0019186690885187783
tonnetz_mean_04,-0.0019979998457494374,0.0025627094483484675
