feature,importance,std
chroma_cens_max_12,-0.001998464774701764,0.0010728196844012664
spectral_contrast_std_05,-0.0020250541500763997,0.0010951681109368945
mfcc_mean_14,-0.002038996312065433,0.0012693046609644032
tonnetz_mean_06,-0.002056183648307991,0.0008843976988264681
chroma_stft_skew_12,-0.0020728272139692804,0.0016053415191564914
mfcc_std_10,-0.0020904521636541827,0.0021668218771153285
mfcc_max_19,-0.0021044434140825075,0.0017927753632914158
chroma_cens_std_07,-0.0021303436601832317,0.0012558151202350146
spectral_contrast_median_04,-0.002134770176022027,0.0033288241881561154
chroma_stft_median_03,-0.00214838966278858,0.002878407708889815
mfcc_min_16,-0.002151965088511942,0.002804845565663095
chroma_cens_max_08,-0.0021529690383203957,0.0018704761899557933
chroma_cens_mean_03,-0.0021853089795657197,0.0018549871538523686
chroma_cqt_std_06,-0.0021907463976933326,0.0011514549230097727
chroma_cens_skew_07,-0.0021970219214777265,0.001132090146297756
spectral_contrast_min_02,-0.0022378065266079107,0.0023995885745420613
chroma_stft_mean_02,-0.002238866311750953,0.001624799329864785
chroma_stft_skew_02,-0.002302232604525789,0.001383930589812063
chroma_cens_kurtosis_09,-0.0023431864174275506,0.0034745257309933644
chroma_stft_min_12,-0.0023738898575410895,0.002470220331195879
mfcc_min_03,-0.002389601057524665,0.0032871384651997513
mfcc_std_05,-0.00239883548487983,0.0019188004134860078
mfcc_min_18,-0.0024020944950587817,0.0019571058936355295
chroma_cqt_mean_02,-0.002416928985995098,0.0018555928002326745
chroma_stft_kurtosis_12,-0.002417338037021155,0.0009794654815536603
chroma_cens_max_03,-0.002441382444116008,0.0035290329438680684
zcr_min_01,-0.002469321373733019,0.0017732005671694127
spectral_contrast_min_06,-0.002520557365737075,0.0015484404478369688
chroma_cqt_std_08,-0.002524793369825684,0.0022291551001092833
spectral_rolloff_min_01,-0.002528158972764383,0.0013400789917206786
chroma_stft_mean_03,-0.0025401089459431868,0.0019033040430692025
mfcc_median_02,-0.002555372246667692,0.003491438936933934
chroma_cqt_min_09,-0.002555877977261095,0.0022167606229206932
chroma_cqt_min_07,-0.0025756102984087815,0.0003841619249503297
mfcc_skew_02,-0.0027479984553681,0.0019607215556502328
chroma_cens_min_04,-0.0027560981853388344,0.0009508895913592666
chroma_cqt_median_12,-0.0027635317729721278,0.0028780702863792818
spectral_contrast_min_01,-0.0029070119913976013,0.0017850475982793233
mfcc_max_01,-0.0029470793438596933,0.003261434910053193
chroma_cens_skew_09,-0.0029496258450990077,0.002209587361281572
spectral_contrast_std_07,-0.0032167660279559807,0.004813819283462166
mfcc_skew_20,-0.0032187406278606336,0.0025649892563991464
spectral_contrast_skew_04,-0.003243815312356224,0.0014590302880494197
mfcc_skew_18,-0.0032541880382120415,0.001771869448127566
tonnetz_min_06,-0.0033207302330344746,0.0016053986602156283
chroma_cens_std_12,-0.003326124297131,0.0019791772053808798
chroma_cqt_skew_11,-0.00337825491552689,0.0005912875462911101
chroma_cqt_kurtosis_06,-0.003499844825860343,0.0028579629858213494
mfcc_std_19,-0.003505366407125415,0.0016078308236733632
chroma_cens_mean_11,-0.003597359089901214,0.0014001956533445728
mfcc_min_06,-0.003772643960755673,0.001336584759700751
tonnetz_skew_05,-0.003949732908686771,0.0018800549360266823
chroma_stft_kurtosis_08,-0.003963026437433309,0.0021988641211892084
spectral_contrast_min_03,-0.003972882516019838,0.002614776432136781
spectral_bandwidth_median_01,-0.00400168866424766,0.001085081027783612
mfcc_median_12,-0.00406580989449914,0.0020813013366917208
mfcc_kurtosis_14,-0.004317051659298748,0.0029961859013613048
mfcc_max_12,-0.004456566377192839,0.002065767702697034
chroma_cens_mean_01,-0.0044754647164488015,0.0016380444216232701
tonnetz_max_01,-0.004636235761099883,0.0016989423554537974
mfcc_max_08,-0.0046796513811084685,0.0014325527811711195
mfcc_kurtosis_02,-0.004700019850606885,0.0022833704138154206
chroma_cqt_median_11,-0.004875995007455153,0.0007279109886957469
chroma_stft_std_08,-0.004967885697908081,0.002285501122260936
spectral_contrast_median_02,-0.005099410589866604,0.003419503360411898
mfcc_mean_20,-0.005279497357359714,0.002097939775329645
mfcc_median_14,-0.006003784594346084,0.0032088187683870922
chroma_cens_std_10,-0.006503159374016104,0.0013296751247852219
